Follow ArmA 2 RCon on twitter or facebook in order to stay up to date!
http://twitter.com/solicus
http://www.facebook.com/solicusoftware
Thanks. :)
Connected to 94.242.227.218:2362
(2012-12-02 | 16:02:21) : RCon admin #2 (90.210.114.162:62364) logged in
(2012-12-02 | 16:23:50) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_suit2" 341:12 [6267,2599,6]
(2012-12-02 | 16:23:50) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_teacher" 341:14 [6302,2561,5]
(2012-12-02 | 16:23:50) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_worker3" 341:16 [6286,2525,6]
(2012-12-02 | 16:23:51) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_villager1" 341:18 [6318,2648,5]
(2012-12-02 | 16:23:52) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "zZombie_Base" 341:20 [6314,2667,6]
(2012-12-02 | 16:23:52) : CreateVehicle Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #62 "WeaponHolder" 344:2 [-18623,25880,368]
(2012-12-02 | 16:23:53) : CreateVehicle Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #62 "Survivor2_DZ" 344:5 [0,0,0]
(2012-12-02 | 16:23:54) : CreateVehicle Log: #14 BNS | Alex (b75b6c6263b8cff0779254c424733932) - #62 "WeaponHolder" 318:24 [13809,2911,41]
(2012-12-02 | 16:23:57) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:276 [12059,9103,63]
(2012-12-02 | 16:23:58) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:277 [12059,9106,63]
(2012-12-02 | 16:23:58) : Player #10 Kongor434 (95.54.50.225:2304) connected
(2012-12-02 | 16:24:00) : Player #10 Kongor434 - GUID: b478491f75320c116eefa1253366954f (unverified)
(2012-12-02 | 16:24:02) : Verified GUID (b478491f75320c116eefa1253366954f) of player #10 Kongor434
(2012-12-02 | 16:24:02) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:124 [10063,2058,6]
(2012-12-02 | 16:24:03) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder_PartGlass" 328:125 [10064,2056,6]
(2012-12-02 | 16:24:03) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 338:74 [3625,2417,6]
(2012-12-02 | 16:24:03) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 338:76 [3634,2374,6]
(2012-12-02 | 16:24:03) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 338:78 [3615,2398,6]
(2012-12-02 | 16:24:04) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:126 [10107,1951,7]
(2012-12-02 | 16:24:04) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 338:80 [3614,2386,6]
(2012-12-02 | 16:24:04) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:127 [10107,1954,7]
(2012-12-02 | 16:24:06) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:278 [12088,9186,49]
(2012-12-02 | 16:24:06) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:280 [12076,9185,50]
(2012-12-02 | 16:24:09) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Hen" 244:536 [5930,7885,304]
(2012-12-02 | 16:24:12) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WeaponHolder" 244:538 [5630,7731,314]
(2012-12-02 | 16:24:12) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:282 [12028,9407,35]
(2012-12-02 | 16:24:12) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:284 [12035,9352,39]
(2012-12-02 | 16:24:13) : CreateVehicle Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #62 "Survivor2_DZ" 344:10 [-18697,25815,379]
(2012-12-02 | 16:24:13) : MPEventHandler Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #103 "Hit" 344:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:24:13) : MPEventHandler RemoteExec Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #103 "Hit" 344:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:24:13) : MPEventHandler Script Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #264 "Hit" 344:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:24:14) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:286 [12082,9136,54]
(2012-12-02 | 16:24:14) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:288 [12063,9127,54]
(2012-12-02 | 16:24:14) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:290 [12084,9159,54]
(2012-12-02 | 16:24:14) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "zZombie_Base" 313:291 [12105,9389,32]
(2012-12-02 | 16:24:14) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:293 [12089,9323,38]
(2012-12-02 | 16:24:15) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:295 [12102,9479,25]
(2012-12-02 | 16:24:15) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:297 [12109,9486,25]
(2012-12-02 | 16:24:16) : Player #2 Rauk disconnected
(2012-12-02 | 16:24:16) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "WeaponHolder" 340:14 [6938,2371,15]
(2012-12-02 | 16:24:16) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:299 [12090,9068,53]
(2012-12-02 | 16:24:16) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:301 [12141,9106,51]
(2012-12-02 | 16:24:17) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "WeaponHolder" 340:15 [6898,2482,6]
(2012-12-02 | 16:24:17) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker3" 313:303 [12138,9118,51]
(2012-12-02 | 16:24:18) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:305 [12110,9149,52]
(2012-12-02 | 16:24:18) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker3" 322:38 [10420,2620,6]
(2012-12-02 | 16:24:18) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker2" 322:40 [10439,2624,5]
(2012-12-02 | 16:24:19) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker3" 338:82 [3638,2170,6]
(2012-12-02 | 16:24:19) : CreateVehicle Log: #12 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 338:84 [3612,2224,6]
(2012-12-02 | 16:24:20) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:294 319:6 Sniper1_DZ [9658,13557,86] [-24,31,69]
(2012-12-02 | 16:24:20) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:295 319:6 Sniper1_DZ [9658,13557,86] [-24,31,69]
(2012-12-02 | 16:24:20) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:296 319:6 Sniper1_DZ [9658,13557,86] [-24,31,69]
(2012-12-02 | 16:24:21) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:297 319:6 Sniper1_DZ [9658,13557,86] [-24,32,69]
(2012-12-02 | 16:24:21) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:298 319:6 Sniper1_DZ [9658,13557,86] [-24,32,69]
(2012-12-02 | 16:24:21) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:299 319:6 Sniper1_DZ [9658,13557,86] [-24,32,69]
(2012-12-02 | 16:24:24) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:307 [12137,9482,25]
(2012-12-02 | 16:24:24) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker3" 313:309 [12105,9472,26]
(2012-12-02 | 16:24:24) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1210 [3815,8942,311]
(2012-12-02 | 16:24:25) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker1" 313:311 [12142,9445,27]
(2012-12-02 | 16:24:25) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker3" 313:313 [12196,9422,25]
(2012-12-02 | 16:24:28) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker1" 313:315 [12215,9169,35]
(2012-12-02 | 16:24:28) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker1" 313:317 [12263,9166,33]
(2012-12-02 | 16:24:29) : CreateVehicle Log: #19 RICHARD (44b80baaf574ee8f34a744947d5e5393) - #62 "WeaponHolder" 340:16 [6898,2482,6]
(2012-12-02 | 16:24:29) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "WildBoar" 237:669 [9162,14291,184]
(2012-12-02 | 16:24:31) : CreateVehicle Log: #22 Bandito (c7182b3fd96a13956c62aa6944108ebf) - #62 "WeaponHolder" 344:11 [-18697,25815,380]
(2012-12-02 | 16:24:32) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:319 [11872,9172,53]
(2012-12-02 | 16:24:32) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:321 [11804,9179,57]
(2012-12-02 | 16:24:33) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:323 [11835,9193,54]
(2012-12-02 | 16:24:34) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:325 [11828,9084,63]
(2012-12-02 | 16:24:34) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:327 [11865,9125,53]
(2012-12-02 | 16:24:35) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "zZombie_Base" 313:329 [11892,9134,54]
(2012-12-02 | 16:24:35) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:331 [11852,9150,53]
(2012-12-02 | 16:24:35) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "WildBoar" 237:671 [9623,13976,98]
(2012-12-02 | 16:24:36) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:1211 [3778,8846,312]
(2012-12-02 | 16:24:36) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker1" 322:42 [10422,2595,6]
(2012-12-02 | 16:24:39) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "zZombie_Base" 313:333 [11860,9261,53]
(2012-12-02 | 16:24:39) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker2" 322:44 [10380,2620,8]
(2012-12-02 | 16:24:39) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager1" 313:335 [11877,9192,54]
(2012-12-02 | 16:24:40) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_teacher" 313:337 [11837,9242,55]
(2012-12-02 | 16:24:40) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:339 [11871,9187,53]
(2012-12-02 | 16:24:40) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:300 319:6 Sniper1_DZ [9658,13561,86] [-33,22,69]
(2012-12-02 | 16:24:40) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:301 319:6 Sniper1_DZ [9658,13561,86] [-33,22,69]
(2012-12-02 | 16:24:41) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:302 319:6 Sniper1_DZ [9658,13561,86] [-32,23,69]
(2012-12-02 | 16:24:41) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:303 319:6 Sniper1_DZ [9658,13561,86] [-32,23,69]
(2012-12-02 | 16:24:41) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:304 319:6 Sniper1_DZ [9658,13561,86] [-31,25,69]
(2012-12-02 | 16:24:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:305 319:6 Sniper1_DZ [9658,13561,86] [-30,26,69]
(2012-12-02 | 16:24:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:306 319:6 Sniper1_DZ [9658,13561,86] [-29,27,69]
(2012-12-02 | 16:24:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:307 319:6 Sniper1_DZ [9658,13561,86] [-35,19,68]
(2012-12-02 | 16:24:42) : Player #22 Bandito disconnected
(2012-12-02 | 16:24:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:308 319:6 Sniper1_DZ [9658,13561,86] [-36,16,69]
(2012-12-02 | 16:24:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:309 319:6 Sniper1_DZ [9658,13561,86] [-36,18,68]
(2012-12-02 | 16:24:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:310 319:6 Sniper1_DZ [9658,13561,86] [-36,20,68]
(2012-12-02 | 16:24:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:311 319:6 Sniper1_DZ [9658,13561,86] [-35,21,68]
(2012-12-02 | 16:24:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:312 319:6 Sniper1_DZ [9658,13561,86] [-33,23,68]
(2012-12-02 | 16:24:44) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:313 319:6 Sniper1_DZ [9658,13561,86] [-32,25,68]
(2012-12-02 | 16:24:44) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:314 319:6 Sniper1_DZ [9658,13561,86] [-30,27,68]
(2012-12-02 | 16:24:44) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:315 319:6 Sniper1_DZ [9658,13561,86] [-31,27,68]
(2012-12-02 | 16:24:44) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:316 319:6 Sniper1_DZ [9658,13561,86] [-37,18,68]
(2012-12-02 | 16:24:44) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:317 319:6 Sniper1_DZ [9658,13561,86] [-37,16,68]
(2012-12-02 | 16:24:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:318 319:6 Sniper1_DZ [9658,13561,86] [-35,19,68]
(2012-12-02 | 16:24:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:319 319:6 Sniper1_DZ [9658,13561,86] [-32,24,68]
(2012-12-02 | 16:24:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:320 319:6 Sniper1_DZ [9658,13561,86] [-31,25,68]
(2012-12-02 | 16:24:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:321 319:6 Sniper1_DZ [9658,13561,86] [-32,25,68]
(2012-12-02 | 16:24:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:322 319:6 Sniper1_DZ [9658,13561,86] [-35,21,68]
(2012-12-02 | 16:24:46) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:323 319:6 Sniper1_DZ [9658,13561,86] [-35,22,67]
(2012-12-02 | 16:24:46) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:324 319:6 Sniper1_DZ [9658,13561,86] [-36,27,65]
(2012-12-02 | 16:24:46) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:325 319:6 Sniper1_DZ [9658,13561,86] [-41,22,64]
(2012-12-02 | 16:24:46) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_villager3" 341:22 [6305,2569,5]
(2012-12-02 | 16:24:47) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_hunter" 341:24 [6252,2587,5]
(2012-12-02 | 16:24:47) : CreateVehicle Log: #16 [TCC] Tomasz (b5e7db5a8736ea21b7d43081ebf6304c) - #62 "z_villager2" 341:26 [6250,2555,5]
(2012-12-02 | 16:24:47) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager1" 327:283 [13140,10288,6]
(2012-12-02 | 16:24:47) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:326 319:6 Sniper1_DZ [9658,13561,86] [-37,14,69]
(2012-12-02 | 16:24:48) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "z_villager2" 327:285 [13075,10290,5]
(2012-12-02 | 16:24:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:327 319:6 Sniper1_DZ [9658,13561,86] [-37,15,68]
(2012-12-02 | 16:24:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:328 319:6 Sniper1_DZ [9658,13561,86] [-36,17,69]
(2012-12-02 | 16:24:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:329 319:6 Sniper1_DZ [9658,13561,86] [-35,18,69]
(2012-12-02 | 16:24:49) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:330 319:6 Sniper1_DZ [9658,13561,86] [-34,20,69]
(2012-12-02 | 16:24:49) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:331 319:6 Sniper1_DZ [9658,13561,86] [-33,21,69]
(2012-12-02 | 16:24:49) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:332 319:6 Sniper1_DZ [9658,13561,86] [-32,24,69]
(2012-12-02 | 16:24:50) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:333 319:6 Sniper1_DZ [9658,13561,86] [-33,22,69]
(2012-12-02 | 16:24:50) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:334 319:6 Sniper1_DZ [9658,13561,86] [-38,13,69]
(2012-12-02 | 16:24:50) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:335 319:6 Sniper1_DZ [9658,13561,86] [-39,8,68]
(2012-12-02 | 16:24:50) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:336 319:6 Sniper1_DZ [9658,13561,86] [-39,11,68]
(2012-12-02 | 16:24:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:337 319:6 Sniper1_DZ [9658,13561,86] [-36,17,68]
(2012-12-02 | 16:24:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:338 319:6 Sniper1_DZ [9658,13561,86] [-33,23,68]
(2012-12-02 | 16:24:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:339 319:6 Sniper1_DZ [9658,13561,86] [-30,27,68]
(2012-12-02 | 16:24:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:340 319:6 Sniper1_DZ [9658,13561,86] [-25,31,68]
(2012-12-02 | 16:24:52) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:341 319:6 Sniper1_DZ [9658,13561,86] [-27,29,69]
(2012-12-02 | 16:24:52) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:342 319:6 Sniper1_DZ [9658,13561,86] [-33,23,68]
(2012-12-02 | 16:24:52) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:341 [11966,9015,55]
(2012-12-02 | 16:24:52) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:343 319:6 Sniper1_DZ [9658,13561,86] [-35,20,68]
(2012-12-02 | 16:24:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:344 319:6 Sniper1_DZ [9658,13561,86] [-41,16,66]
(2012-12-02 | 16:24:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:345 319:6 Sniper1_DZ [9658,13561,86] [-43,14,65]
(2012-12-02 | 16:24:53) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "zZombie_Base" 313:343 [11955,8963,65]
(2012-12-02 | 16:24:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:346 319:6 Sniper1_DZ [9658,13561,86] [-45,12,64]
(2012-12-02 | 16:24:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:347 319:6 Sniper1_DZ [9658,13561,86] [-46,9,64]
(2012-12-02 | 16:24:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:348 319:6 Sniper1_DZ [9658,13561,86] [-47,4,64]
(2012-12-02 | 16:24:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:349 319:6 Sniper1_DZ [9658,13561,86] [-46,3,64]
(2012-12-02 | 16:24:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:350 319:6 Sniper1_DZ [9658,13561,86] [-45,6,65]
(2012-12-02 | 16:24:55) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker3" 313:345 [11956,9072,54]
(2012-12-02 | 16:24:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:351 319:6 Sniper1_DZ [9658,13561,86] [-43,13,65]
(2012-12-02 | 16:24:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:352 319:6 Sniper1_DZ [9658,13561,86] [-41,22,64]
(2012-12-02 | 16:24:56) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_worker2" 313:347 [11944,9075,54]
(2012-12-02 | 16:24:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:353 319:6 Sniper1_DZ [9658,13561,86] [-38,29,63]
(2012-12-02 | 16:24:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:354 319:6 Sniper1_DZ [9658,13561,86] [-46,27,59]
(2012-12-02 | 16:24:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:355 319:6 Sniper1_DZ [9658,13561,86] [-53,19,56]
(2012-12-02 | 16:24:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:356 319:6 Sniper1_DZ [9658,13561,86] [-55,18,54]
